experiment_subnum,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,num-epochs_avg,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
408,0.06,0.003,0.006,0.184,0.252,0.33,0.471,0.124,35.0,0.024,0.013,0.009,0.007,0.017,0.171,0.245,0.325,0.467,0.117,6.407,7.381,8.383,9.787,5.55,29.04.24 - 05:57
409,0.06,0.003,0.008,0.107,0.183,0.287,0.435,0.083,52.0,0.046,0.03,0.02,0.015,0.05,0.067,0.161,0.272,0.424,0.033,5.425,6.478,7.737,9.244,4.85,29.04.24 - 05:58
410,0.06,0.003,0.01,0.05,0.138,0.249,0.41,0.0,79.0,0.007,0.009,0.006,0.004,0.0,0.043,0.133,0.245,0.407,0.0,5.033,6.207,7.481,9.113,4.083,29.04.24 - 05:59
411,0.06,0.003,0.012,0.071,0.121,0.236,0.401,0.017,69.0,0.017,0.021,0.014,0.01,0.017,0.058,0.105,0.225,0.393,0.0,4.969,5.675,7.049,8.791,4.567,29.04.24 - 06:00
412,0.06,0.003,0.014,0.007,0.041,0.15,0.334,0.0,60.0,0.0,0.003,0.004,0.003,0.0,0.007,0.039,0.147,0.332,0.0,3.901,4.541,6.168,8.113,3.7,29.04.24 - 06:01
413,0.06,0.003,0.016,0.002,0.061,0.163,0.343,0.0,64.0,0.0,0.011,0.012,0.009,0.0,0.002,0.053,0.154,0.336,0.0,3.846,4.877,6.186,8.124,3.75,29.04.24 - 06:01
414,0.06,0.003,0.018000000000000002,0.042,0.092,0.176,0.35,0.017,56.0,0.027,0.045,0.04,0.03,0.017,0.015,0.048,0.138,0.322,0.0,4.305,4.779,6.011,7.959,4.05,29.04.24 - 06:02
415,0.06,0.003,0.02,0.034,0.047,0.123,0.31,0.033,46.0,0.031,0.034,0.025,0.019,0.033,0.005,0.014,0.098,0.292,0.0,3.773,4.115,5.352,7.487,3.783,29.04.24 - 06:03
416,0.06,0.003,0.022000000000000002,0.0,0.002,0.073,0.27,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.073,0.27,0.0,3.567,3.839,4.959,7.173,3.567,29.04.24 - 06:04
417,0.06,0.003,0.024,0.0,0.011,0.074,0.266,0.0,47.0,0.0,0.001,0.011,0.008,0.0,0.0,0.01,0.065,0.259,0.0,3.708,3.957,4.999,7.161,3.7,29.04.24 - 06:05
418,0.06,0.0035,0.004,0.285,0.339,0.403,0.532,0.217,19.0,0.003,0.002,0.002,0.001,0.0,0.283,0.338,0.402,0.531,0.217,7.742,8.553,9.298,10.56,7.467,29.04.24 - 06:05
419,0.06,0.0035,0.006,0.277,0.356,0.423,0.544,0.267,-1,0.0,0.0,0.0,0.0,0.0,0.277,0.356,0.423,0.544,0.267,8.406,9.204,9.839,10.92,7.683,29.04.24 - 06:06
420,0.06,0.0035,0.008,0.195,0.269,0.357,0.494,0.133,33.0,0.0,0.0,0.0,0.0,0.0,0.195,0.269,0.357,0.494,0.133,7.019,7.737,8.704,10.073,5.433,29.04.24 - 06:07
421,0.06,0.0035,0.01,0.098,0.191,0.308,0.461,0.017,75.0,0.0,0.0,0.0,0.0,0.0,0.098,0.191,0.308,0.461,0.017,5.318,6.696,7.989,9.538,4.05,29.04.24 - 06:08
422,0.06,0.0035,0.012,0.058,0.152,0.261,0.426,0.017,68.0,0.0,0.0,0.0,0.0,0.0,0.058,0.152,0.261,0.426,0.017,5.067,6.404,7.864,9.45,4.383,29.04.24 - 06:09
423,0.06,0.0035,0.014,0.007,0.079,0.194,0.378,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.007,0.079,0.194,0.378,0.0,4.158,5.26,6.835,8.728,3.75,29.04.24 - 06:09
424,0.06,0.0035,0.016,0.023,0.077,0.185,0.368,0.0,69.0,0.003,0.004,0.003,0.002,0.0,0.019,0.073,0.182,0.366,0.0,4.211,5.365,6.73,8.621,3.667,29.04.24 - 06:10
425,0.06,0.0035,0.018000000000000002,0.0,0.039,0.151,0.339,0.0,59.0,0.0,0.001,0.001,0.0,0.0,0.0,0.038,0.15,0.338,0.0,3.763,4.556,6.093,8.134,3.717,29.04.24 - 06:11
426,0.06,0.0035,0.02,0.005,0.039,0.144,0.334,0.0,59.0,0.0,0.003,0.003,0.002,0.0,0.005,0.037,0.142,0.332,0.0,3.79,4.511,6.011,8.06,3.55,29.04.24 - 06:12
427,0.06,0.0035,0.022000000000000002,0.0,0.033,0.126,0.318,0.0,56.0,0.0,0.008,0.011,0.008,0.0,0.0,0.025,0.116,0.31,0.0,3.683,4.189,5.537,7.661,3.683,29.04.24 - 06:13
428,0.06,0.0035,0.024,0.006,0.024,0.105,0.299,0.0,52.0,0.0,0.003,0.007,0.006,0.0,0.006,0.021,0.098,0.294,0.0,3.923,4.224,5.421,7.53,3.683,29.04.24 - 06:14
429,0.06,0.004,0.004,0.361,0.41,0.463,0.584,0.25,10.0,0.001,0.0,0.0,0.0,0.0,0.361,0.41,0.463,0.584,0.25,8.76,9.486,10.158,11.267,7.783,29.04.24 - 06:15
430,0.06,0.004,0.006,0.338,0.406,0.463,0.581,0.283,8.0,0.0,0.0,0.0,0.0,0.0,0.338,0.406,0.463,0.581,0.283,8.985,9.568,10.054,11.137,8.483,29.04.24 - 06:16
431,0.06,0.004,0.008,0.273,0.377,0.457,0.576,0.25,9.0,0.0,0.0,0.0,0.0,0.0,0.273,0.377,0.457,0.576,0.25,7.944,9.015,9.843,10.965,6.967,29.04.24 - 06:16
432,0.06,0.004,0.01,0.201,0.281,0.365,0.51,0.133,16.0,0.0,0.0,0.0,0.0,0.0,0.201,0.281,0.365,0.51,0.133,6.973,7.888,8.964,10.355,6.017,29.04.24 - 06:17
433,0.06,0.004,0.012,0.177,0.257,0.362,0.508,0.083,54.0,0.0,0.0,0.0,0.0,0.0,0.177,0.257,0.362,0.508,0.083,6.889,7.703,8.744,10.172,5.95,29.04.24 - 06:18
434,0.06,0.004,0.014,0.097,0.167,0.277,0.445,0.083,44.0,0.0,0.0,0.0,0.0,0.0,0.097,0.167,0.277,0.445,0.083,5.894,6.729,8.028,9.664,5.283,29.04.24 - 06:19
435,0.06,0.004,0.016,0.025,0.122,0.233,0.411,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.025,0.122,0.233,0.411,0.0,4.941,6.001,7.324,9.117,3.9,29.04.24 - 06:20
436,0.06,0.004,0.018000000000000002,0.019,0.098,0.208,0.394,0.017,61.0,0.001,0.0,0.0,0.0,0.0,0.019,0.098,0.208,0.394,0.017,4.45,5.28,6.662,8.632,3.817,29.04.24 - 06:21
437,0.06,0.004,0.02,0.019,0.082,0.194,0.38,0.0,69.0,0.005,0.002,0.002,0.001,0.0,0.015,0.08,0.192,0.379,0.0,4.202,5.242,6.474,8.479,3.967,29.04.24 - 06:22
438,0.06,0.004,0.022000000000000002,0.008,0.058,0.164,0.352,0.0,64.0,0.003,0.004,0.003,0.002,0.0,0.005,0.054,0.162,0.35,0.0,4.253,5.101,6.377,8.335,3.733,29.04.24 - 06:22
439,0.06,0.004,0.024,0.021,0.05,0.143,0.331,0.017,49.0,0.001,0.001,0.001,0.0,0.0,0.02,0.049,0.143,0.331,0.017,4.084,4.695,5.938,7.988,3.85,29.04.24 - 06:23
440,0.06999999999999999,0.0005,0.004,0.267,0.267,0.267,0.374,0.267,4.0,0.267,0.267,0.258,0.2,0.267,0.0,0.0,0.011,0.177,0.0,4.533,4.544,4.829,6.626,4.533,29.04.24 - 06:24
441,0.06999999999999999,0.0005,0.006,0.243,0.234,0.247,0.362,0.25,3.0,0.243,0.234,0.229,0.18,0.25,0.0,0.001,0.019,0.184,0.0,4.467,4.53,4.877,6.734,4.467,29.04.24 - 06:25
442,0.06999999999999999,0.0005,0.008,0.111,0.115,0.146,0.283,0.1,23.0,0.111,0.115,0.129,0.106,0.1,0.0,0.0,0.02,0.182,0.0,4.154,4.12,4.687,6.568,4.283,29.04.24 - 06:26
443,0.06999999999999999,0.0005,0.01,0.14,0.146,0.162,0.291,0.133,12.0,0.14,0.145,0.151,0.125,0.133,0.0,0.001,0.015,0.171,0.0,3.935,4.014,4.463,6.35,3.867,29.04.24 - 06:27
444,0.06999999999999999,0.0005,0.012,0.11,0.111,0.134,0.27,0.083,15.0,0.11,0.11,0.113,0.094,0.083,0.0,0.001,0.024,0.183,0.0,3.717,3.771,4.318,6.274,3.717,29.04.24 - 06:28
445,0.06999999999999999,0.0005,0.014,0.155,0.158,0.185,0.31,0.183,12.0,0.155,0.158,0.169,0.147,0.183,0.0,0.0,0.021,0.169,0.0,3.533,3.623,4.149,6.034,3.533,29.04.24 - 06:29
446,0.06999999999999999,0.0005,0.016,0.109,0.089,0.103,0.245,0.13,14.0,0.124,0.095,0.096,0.082,0.15,0.0,0.001,0.015,0.172,0.0,3.723,3.75,4.146,6.064,3.717,29.04.24 - 06:29
447,0.06999999999999999,0.0005,0.018000000000000002,0.122,0.119,0.132,0.264,0.13,18.0,0.143,0.132,0.128,0.11,0.15,0.0,0.0,0.012,0.163,0.0,3.783,3.783,4.204,6.098,3.783,29.04.24 - 06:31
448,0.06999999999999999,0.0005,0.02,0.161,0.127,0.125,0.259,0.2,-1,0.161,0.127,0.112,0.097,0.2,0.0,0.0,0.015,0.166,0.0,3.847,3.848,4.186,6.01,3.833,29.04.24 - 06:32
449,0.06999999999999999,0.0005,0.022000000000000002,0.217,0.188,0.187,0.303,0.247,-1,0.232,0.201,0.185,0.158,0.267,0.0,0.0,0.014,0.156,0.0,3.677,3.614,3.906,5.717,3.8,29.04.24 - 06:33
450,0.06999999999999999,0.0005,0.024,0.241,0.192,0.166,0.285,0.237,-1,0.265,0.206,0.159,0.134,0.267,0.003,0.003,0.02,0.162,0.0,3.994,3.931,4.236,5.98,4.05,29.04.24 - 06:34
451,0.06999999999999999,0.001,0.004,0.283,0.262,0.274,0.387,0.283,-1,0.283,0.261,0.238,0.182,0.283,0.0,0.001,0.045,0.214,0.0,4.267,4.393,5.054,6.926,4.267,29.04.24 - 06:34
452,0.06999999999999999,0.001,0.006,0.215,0.204,0.211,0.336,0.217,4.0,0.215,0.204,0.185,0.142,0.217,0.0,0.0,0.028,0.197,0.0,3.95,3.979,4.537,6.507,3.95,29.04.24 - 06:35
453,0.06999999999999999,0.001,0.008,0.1,0.119,0.155,0.3,0.083,40.0,0.097,0.117,0.126,0.102,0.083,0.003,0.002,0.034,0.203,0.0,4.083,4.057,4.744,6.675,3.9,29.04.24 - 06:36
454,0.06999999999999999,0.001,0.01,0.106,0.12,0.152,0.291,0.1,19.0,0.106,0.114,0.13,0.106,0.1,0.0,0.007,0.024,0.189,0.0,4.324,4.406,4.911,6.772,4.2,29.04.24 - 06:37
455,0.06999999999999999,0.001,0.012,0.017,0.04,0.079,0.234,0.017,44.0,0.017,0.038,0.064,0.054,0.017,0.0,0.002,0.018,0.184,0.0,3.65,3.734,4.286,6.235,3.65,29.04.24 - 06:38
456,0.06999999999999999,0.001,0.014,0.037,0.073,0.125,0.268,0.017,59.0,0.037,0.07,0.102,0.088,0.017,0.0,0.002,0.028,0.187,0.0,3.633,3.685,4.286,6.266,3.633,29.04.24 - 06:39
457,0.06999999999999999,0.001,0.016,0.051,0.062,0.086,0.234,0.05,28.0,0.051,0.059,0.071,0.064,0.05,0.0,0.003,0.014,0.172,0.0,3.65,3.698,4.119,6.038,3.65,29.04.24 - 06:40
458,0.06999999999999999,0.001,0.018000000000000002,0.059,0.059,0.086,0.235,0.05,38.0,0.059,0.059,0.077,0.069,0.05,0.0,0.0,0.012,0.172,0.0,3.767,3.847,4.354,6.225,3.767,29.04.24 - 06:41
459,0.06999999999999999,0.001,0.02,0.08,0.081,0.109,0.253,0.08,33.0,0.091,0.086,0.097,0.088,0.1,0.0,0.0,0.017,0.172,0.0,3.733,3.733,4.239,6.162,3.733,29.04.24 - 06:42
460,0.06999999999999999,0.001,0.022000000000000002,0.081,0.054,0.068,0.22,0.117,15.0,0.081,0.054,0.063,0.061,0.117,0.0,0.0,0.006,0.163,0.0,3.767,3.767,3.939,5.928,3.767,29.04.24 - 06:43
461,0.06999999999999999,0.001,0.024,0.141,0.137,0.14,0.278,0.167,3.0,0.141,0.137,0.133,0.118,0.167,0.0,0.0,0.008,0.162,0.0,3.45,3.45,3.775,5.757,3.45,29.04.24 - 06:44
462,0.06999999999999999,0.0015,0.004,0.257,0.252,0.256,0.382,0.267,-1,0.257,0.247,0.213,0.159,0.267,0.0,0.006,0.049,0.227,0.0,4.267,4.423,5.193,7.138,4.267,29.04.24 - 06:45
463,0.06999999999999999,0.0015,0.006,0.199,0.191,0.212,0.345,0.2,8.0,0.199,0.188,0.18,0.135,0.2,0.0,0.007,0.042,0.217,0.0,4.377,4.496,5.398,7.228,4.333,29.04.24 - 06:45
464,0.06999999999999999,0.0015,0.008,0.053,0.073,0.143,0.297,0.067,44.0,0.053,0.073,0.1,0.078,0.067,0.0,0.001,0.052,0.227,0.0,3.715,3.868,4.874,6.837,4.4,29.04.24 - 06:46
465,0.06999999999999999,0.0015,0.01,0.029,0.042,0.113,0.269,0.017,45.0,0.029,0.039,0.076,0.06,0.017,0.0,0.003,0.044,0.215,0.0,3.533,3.789,4.6,6.606,3.533,29.04.24 - 06:47
466,0.06999999999999999,0.0015,0.012,0.037,0.063,0.112,0.264,0.033,39.0,0.037,0.052,0.077,0.063,0.033,0.0,0.011,0.037,0.203,0.0,3.849,4.072,4.711,6.651,3.783,29.04.24 - 06:48
467,0.06999999999999999,0.0015,0.014,0.033,0.044,0.102,0.257,0.033,34.0,0.033,0.036,0.06,0.054,0.033,0.0,0.007,0.046,0.209,0.0,3.441,3.59,4.379,6.419,3.433,29.04.24 - 06:49
468,0.06999999999999999,0.0015,0.016,0.06,0.067,0.114,0.266,0.05,34.0,0.06,0.064,0.094,0.077,0.05,0.0,0.003,0.024,0.194,0.0,3.733,3.947,4.552,6.55,3.733,29.04.24 - 06:50
469,0.06999999999999999,0.0015,0.018000000000000002,0.062,0.07,0.104,0.255,0.067,25.0,0.06,0.068,0.088,0.073,0.067,0.002,0.002,0.019,0.186,0.0,3.93,3.982,4.38,6.36,3.933,29.04.24 - 06:51
470,0.06999999999999999,0.0015,0.02,0.017,0.024,0.063,0.223,0.017,35.0,0.017,0.022,0.04,0.04,0.017,0.0,0.003,0.026,0.186,0.0,3.85,3.926,4.503,6.443,3.85,29.04.24 - 06:52
471,0.06999999999999999,0.0015,0.022000000000000002,0.035,0.025,0.054,0.215,0.083,20.0,0.035,0.025,0.035,0.036,0.083,0.0,0.001,0.02,0.182,0.0,3.567,3.595,4.034,6.021,3.567,29.04.24 - 06:53
472,0.06999999999999999,0.0015,0.024,0.059,0.047,0.06,0.209,0.117,10.0,0.059,0.046,0.052,0.045,0.117,0.0,0.001,0.008,0.165,0.0,3.85,3.861,4.062,5.993,3.85,29.04.24 - 06:53
473,0.06999999999999999,0.002,0.004,0.265,0.272,0.291,0.411,0.3,8.0,0.263,0.259,0.215,0.161,0.3,0.006,0.02,0.087,0.258,0.0,4.337,4.608,5.817,7.618,4.183,29.04.24 - 06:54
474,0.06999999999999999,0.002,0.006,0.229,0.223,0.248,0.381,0.233,10.0,0.229,0.207,0.164,0.123,0.233,0.0,0.02,0.092,0.264,0.0,4.533,5.086,6.108,7.865,4.35,29.04.24 - 06:55
475,0.06999999999999999,0.002,0.008,0.079,0.098,0.163,0.315,0.067,39.0,0.075,0.082,0.086,0.064,0.067,0.004,0.016,0.081,0.254,0.0,3.962,4.199,5.329,7.219,3.717,29.04.24 - 06:56
476,0.06999999999999999,0.002,0.01,0.036,0.064,0.134,0.29,0.017,55.0,0.035,0.056,0.078,0.059,0.017,0.001,0.013,0.066,0.238,0.0,4.027,4.418,5.376,7.272,3.9,29.04.24 - 06:57
477,0.06999999999999999,0.002,0.012,0.072,0.106,0.157,0.308,0.05,42.0,0.072,0.102,0.113,0.085,0.05,0.0,0.005,0.052,0.229,0.0,3.634,4.052,4.938,6.885,3.55,29.04.24 - 06:58
478,0.06999999999999999,0.002,0.014,0.0,0.004,0.061,0.235,0.0,44.0,0.0,0.002,0.027,0.023,0.0,0.0,0.002,0.038,0.216,0.0,3.517,3.581,4.51,6.6,3.517,29.04.24 - 06:59
479,0.06999999999999999,0.002,0.016,0.037,0.057,0.111,0.273,0.033,37.0,0.033,0.049,0.068,0.054,0.033,0.004,0.008,0.046,0.223,0.0,3.763,4.024,4.822,6.813,3.667,29.04.24 - 07:00
480,0.06999999999999999,0.002,0.018000000000000002,0.0,0.003,0.041,0.215,0.0,39.0,0.0,0.0,0.014,0.013,0.0,0.0,0.003,0.028,0.204,0.0,3.483,3.555,4.167,6.288,3.483,29.04.24 - 07:01
481,0.06999999999999999,0.002,0.02,0.0,0.004,0.048,0.222,0.0,40.0,0.0,0.004,0.024,0.026,0.0,0.0,0.0,0.026,0.2,0.0,3.717,3.717,4.311,6.395,3.717,29.04.24 - 07:01
482,0.06999999999999999,0.002,0.022000000000000002,0.0,0.01,0.065,0.229,0.0,45.0,0.0,0.008,0.027,0.027,0.0,0.0,0.002,0.041,0.206,0.0,3.883,3.919,4.496,6.479,3.883,29.04.24 - 07:02
483,0.06999999999999999,0.002,0.024,0.002,0.001,0.027,0.197,0.05,24.0,0.002,0.001,0.012,0.015,0.05,0.0,0.0,0.015,0.184,0.0,3.783,3.783,4.114,6.133,3.783,29.04.24 - 07:03
484,0.06999999999999999,0.0025,0.004,0.165,0.158,0.212,0.361,0.183,16.0,0.165,0.124,0.086,0.065,0.183,0.0,0.037,0.128,0.298,0.0,4.431,5.215,6.281,8.022,4.233,29.04.24 - 07:04
485,0.06999999999999999,0.0025,0.006,0.122,0.158,0.216,0.363,0.107,40.0,0.107,0.122,0.103,0.077,0.1,0.023,0.047,0.124,0.294,0.017,4.252,4.837,6.13,7.96,4.05,29.04.24 - 07:05
486,0.06999999999999999,0.0025,0.008,0.073,0.092,0.163,0.321,0.05,41.0,0.067,0.065,0.064,0.048,0.05,0.006,0.027,0.104,0.277,0.0,4.522,5.105,6.289,8.013,4.367,29.04.24 - 07:06
487,0.06999999999999999,0.0025,0.01,0.052,0.092,0.194,0.342,0.033,46.0,0.033,0.055,0.071,0.053,0.017,0.019,0.037,0.127,0.292,0.017,3.84,4.351,5.751,7.573,3.733,29.04.24 - 07:07
488,0.06999999999999999,0.0025,0.012,0.035,0.076,0.158,0.314,0.017,53.0,0.021,0.037,0.055,0.041,0.017,0.013,0.04,0.112,0.28,0.0,4.285,4.802,5.811,7.613,4.117,29.04.24 - 07:08
489,0.06999999999999999,0.0025,0.014,0.039,0.085,0.15,0.306,0.033,44.0,0.039,0.049,0.059,0.044,0.033,0.0,0.037,0.098,0.267,0.0,4.009,4.559,5.734,7.644,3.817,29.04.24 - 07:08
490,0.06999999999999999,0.0025,0.016,0.012,0.027,0.089,0.265,0.0,49.0,0.012,0.019,0.043,0.032,0.0,0.0,0.009,0.048,0.234,0.0,3.683,3.918,4.831,6.949,3.683,29.04.24 - 07:09
491,0.06999999999999999,0.0025,0.018000000000000002,0.001,0.017,0.084,0.259,0.0,48.0,0.001,0.012,0.028,0.022,0.0,0.0,0.005,0.058,0.239,0.0,3.55,3.644,4.611,6.771,3.55,29.04.24 - 07:10
492,0.06999999999999999,0.0025,0.02,0.017,0.032,0.082,0.253,0.017,41.0,0.013,0.022,0.04,0.031,0.017,0.004,0.01,0.045,0.225,0.0,3.68,3.883,4.538,6.58,3.683,29.04.24 - 07:11
493,0.06999999999999999,0.0025,0.022000000000000002,0.0,0.0,0.037,0.218,0.0,36.0,0.0,0.0,0.017,0.015,0.0,0.0,0.0,0.021,0.204,0.0,3.767,3.767,4.404,6.533,3.767,29.04.24 - 07:12
494,0.06999999999999999,0.0025,0.024,0.0,0.006,0.043,0.221,0.0,40.0,0.0,0.006,0.013,0.013,0.0,0.0,0.0,0.034,0.212,0.0,3.633,3.633,4.3,6.442,3.633,29.04.24 - 07:13
495,0.06999999999999999,0.003,0.004,0.159,0.191,0.247,0.395,0.157,28.0,0.142,0.083,0.055,0.041,0.15,0.031,0.119,0.199,0.359,0.017,5.182,6.163,7.236,8.818,4.5,29.04.24 - 07:14
496,0.06999999999999999,0.003,0.006,0.06,0.121,0.213,0.368,0.033,60.0,0.033,0.028,0.022,0.017,0.033,0.027,0.095,0.193,0.352,0.0,4.391,5.346,6.843,8.499,3.933,29.04.24 - 07:14
497,0.06999999999999999,0.003,0.008,0.048,0.076,0.167,0.33,0.033,45.0,0.033,0.033,0.025,0.019,0.033,0.021,0.05,0.147,0.316,0.0,4.462,4.921,6.196,8.026,3.833,29.04.24 - 07:15
498,0.06999999999999999,0.003,0.01,0.039,0.08,0.171,0.33,0.017,53.0,0.021,0.026,0.021,0.016,0.017,0.019,0.055,0.151,0.314,0.0,4.193,4.824,6.334,8.051,3.817,29.04.24 - 07:16
499,0.06999999999999999,0.003,0.012,0.018,0.079,0.168,0.333,0.0,68.0,0.011,0.021,0.027,0.02,0.0,0.007,0.06,0.146,0.316,0.0,3.957,4.985,6.291,8.053,3.733,29.04.24 - 07:17
500,0.06999999999999999,0.003,0.014,0.0,0.016,0.091,0.27,0.0,51.0,0.0,0.004,0.016,0.012,0.0,0.0,0.012,0.077,0.26,0.0,3.646,4.063,5.422,7.424,3.617,29.04.24 - 07:18
501,0.06999999999999999,0.003,0.016,0.005,0.032,0.123,0.297,0.0,55.0,0.0,0.009,0.022,0.016,0.0,0.005,0.022,0.105,0.284,0.0,3.685,4.154,5.53,7.496,3.517,29.04.24 - 07:19
502,0.06999999999999999,0.003,0.018000000000000002,0.0,0.005,0.067,0.252,0.0,45.0,0.0,0.003,0.011,0.008,0.0,0.0,0.003,0.056,0.244,0.0,3.633,3.755,4.845,6.956,3.633,29.04.24 - 07:20
503,0.06999999999999999,0.003,0.02,0.0,0.002,0.055,0.243,0.0,41.0,0.0,0.0,0.007,0.005,0.0,0.0,0.002,0.05,0.24,0.0,3.65,3.735,4.632,6.801,3.65,29.04.24 - 07:20
504,0.06999999999999999,0.003,0.022000000000000002,0.0,0.009,0.059,0.24,0.0,41.0,0.0,0.007,0.024,0.018,0.0,0.0,0.002,0.034,0.222,0.0,3.9,3.976,4.717,6.826,3.9,29.04.24 - 07:21
505,0.06999999999999999,0.003,0.024,0.012,0.021,0.064,0.247,0.017,36.0,0.012,0.02,0.033,0.025,0.017,0.0,0.001,0.034,0.224,0.0,3.78,3.878,4.458,6.656,3.85,29.04.24 - 07:22
506,0.06999999999999999,0.0035,0.004,0.168,0.191,0.265,0.415,0.133,28.0,0.0,0.0,0.0,0.0,0.0,0.168,0.191,0.265,0.415,0.133,6.467,7.028,7.891,9.352,6.067,29.04.24 - 07:23
507,0.06999999999999999,0.0035,0.006,0.111,0.205,0.299,0.437,0.067,47.0,0.015,0.013,0.009,0.007,0.0,0.098,0.195,0.292,0.432,0.067,5.573,6.805,8.114,9.454,4.85,29.04.24 - 07:24
508,0.06999999999999999,0.0035,0.008,0.104,0.157,0.241,0.391,0.05,66.0,0.045,0.033,0.022,0.016,0.05,0.064,0.129,0.222,0.377,0.0,5.108,6.071,7.238,8.826,4.417,29.04.24 - 07:25
509,0.06999999999999999,0.0035,0.01,0.055,0.131,0.227,0.38,0.033,60.0,0.009,0.012,0.008,0.006,0.0,0.047,0.12,0.22,0.374,0.033,4.943,6.016,7.259,8.834,4.4,29.04.24 - 07:26
510,0.06999999999999999,0.0035,0.012,0.013,0.093,0.218,0.374,0.0,69.0,0.001,0.026,0.018,0.014,0.0,0.012,0.072,0.204,0.364,0.0,4.157,5.167,6.846,8.523,3.533,29.04.24 - 07:26
511,0.06999999999999999,0.0035,0.014,0.023,0.072,0.172,0.34,0.0,66.0,0.008,0.031,0.025,0.019,0.0,0.016,0.043,0.15,0.324,0.0,4.097,4.916,6.42,8.216,3.783,29.04.24 - 07:27
512,0.06999999999999999,0.0035,0.016,0.0,0.011,0.092,0.275,0.0,48.0,0.0,0.002,0.004,0.003,0.0,0.0,0.009,0.089,0.272,0.0,4.057,4.267,5.395,7.434,3.917,29.04.24 - 07:28
513,0.06999999999999999,0.0035,0.018000000000000002,0.0,0.022,0.108,0.289,0.0,54.0,0.0,0.003,0.011,0.008,0.0,0.0,0.019,0.099,0.283,0.0,3.82,4.452,5.709,7.653,3.717,29.04.24 - 07:29
514,0.06999999999999999,0.0035,0.02,0.004,0.02,0.096,0.278,0.0,51.0,0.0,0.007,0.017,0.013,0.0,0.004,0.013,0.08,0.266,0.0,3.927,4.232,5.454,7.452,3.817,29.04.24 - 07:30
515,0.06999999999999999,0.0035,0.022000000000000002,0.0,0.003,0.061,0.251,0.0,43.0,0.0,0.002,0.007,0.005,0.0,0.0,0.001,0.055,0.247,0.0,3.65,3.753,4.722,6.881,3.65,29.04.24 - 07:30
516,0.06999999999999999,0.0035,0.024,0.017,0.019,0.075,0.256,0.017,37.0,0.017,0.017,0.017,0.013,0.017,0.0,0.002,0.059,0.244,0.0,3.883,3.915,4.787,6.891,3.883,29.04.24 - 07:31
517,0.06999999999999999,0.004,0.004,0.197,0.241,0.302,0.446,0.183,23.0,0.0,0.0,0.0,0.0,0.0,0.197,0.241,0.302,0.446,0.183,7.071,7.685,8.399,9.772,6.733,29.04.24 - 07:32
518,0.06999999999999999,0.004,0.006,0.251,0.302,0.358,0.485,0.167,26.0,0.003,0.002,0.001,0.001,0.0,0.25,0.301,0.357,0.485,0.167,7.608,8.239,9.012,10.184,6.8,29.04.24 - 07:33
519,0.06999999999999999,0.004,0.008,0.155,0.223,0.311,0.45,0.117,42.0,0.011,0.008,0.005,0.004,0.033,0.147,0.218,0.308,0.447,0.083,6.77,7.582,8.558,9.853,5.933,29.04.24 - 07:34
520,0.06999999999999999,0.004,0.01,0.122,0.177,0.276,0.427,0.067,52.0,0.025,0.013,0.008,0.006,0.017,0.101,0.167,0.269,0.422,0.05,5.846,6.746,7.893,9.405,4.617,29.04.24 - 07:34
521,0.06999999999999999,0.004,0.012,0.041,0.111,0.224,0.387,0.0,72.0,0.0,0.0,0.001,0.001,0.0,0.041,0.111,0.224,0.387,0.0,4.827,5.883,7.292,8.957,3.817,29.04.24 - 07:35
522,0.06999999999999999,0.004,0.014,0.013,0.084,0.215,0.381,0.0,67.0,0.0,0.003,0.002,0.002,0.0,0.013,0.08,0.213,0.38,0.0,4.458,5.356,6.975,8.711,3.967,29.04.24 - 07:36
523,0.06999999999999999,0.004,0.016,0.0,0.04,0.154,0.334,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.154,0.334,0.0,3.706,4.577,6.037,7.987,3.65,29.04.24 - 07:37
524,0.06999999999999999,0.004,0.018000000000000002,0.002,0.028,0.125,0.31,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.002,0.028,0.125,0.31,0.0,3.761,4.399,5.681,7.731,3.633,29.04.24 - 07:38
525,0.06999999999999999,0.004,0.02,0.006,0.04,0.14,0.32,0.0,59.0,0.0,0.004,0.003,0.002,0.0,0.006,0.036,0.138,0.318,0.0,4.017,4.679,6.016,7.947,3.667,29.04.24 - 07:39
526,0.06999999999999999,0.004,0.022000000000000002,0.0,0.012,0.087,0.276,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.087,0.276,0.0,3.398,3.751,4.925,7.12,3.383,29.04.24 - 07:39
